twitter_tweets,BBG00203FXV5,1609537006,Zer0,Cloq.,0,0.1,0.2
twitter_tweets,BBG00203FXV5,1609528225,Dante Aramis,KKKKKKK vapo beber cloq,0,0,0
twitter_tweets,BBG00203FXV5,1609465573,Dante Aramis,"si manito, cloq mt gostoso",0,0,0
twitter_tweets,BBG00203FXV5,1609465212,Dante Aramis,cloq vc e mais guapo q tudo mundo,0,0,0
twitter_tweets,BBG000F7L7Z0,1609543421,Ask Warren HQ,"$CVS Share Price To Rise, Announcement Of Joint Venture With Top US Firm Readied For Release 
https://t.co/Mv3xmUJu9A

$FWP $TCOpJ $FRD $WLFC $UBAAF $CGXEF $PNMLF $SIRC $GIGA $AGCZ $HLMp $CEL",0,0,0
twitter_tweets,BBG000F7L7Z0,1609540107,DFG1975,"$CGXEF $OYL.V $FECCF
Frontera exercising 15M warrants to common shares of #CGXENERGY that had '24 expiration date 🤔$6.5M to CGX gives needed cash to drill highly coveted Guyana leases 💰💰  Good sign of confidence from $FECCF for 2021! Let's DRILL!!!

https://t.co/cP3mBQsISZ",0,0,0
twitter_tweets,BBG000CKX9R6,1609529555,Glaude Marc Kervenson,Bòbòt perdu lavil rete kounya la pa gen on pari zozo ap k genyen anko nn bonl papka graje kokoye 🤔,0,0,0
twitter_tweets,BBG000CKX9R6,1609470004,labelledidine Alcena!?,"Bonl tekwe Ladanl Konsa,Salte Fè Ak pil Lajan Sa kite nan Menlyo, Maché bay li nan kanaval,Pandan Ti malerez (e) yo nan Grangou, Et Konsa moun Kwè Nan Grangou moun,Et konsa moun Kwè Nan MiZè moun dim non?",0,0,0
twitter_tweets,BBG000CKX9R6,1609473153,El Negro 🇭🇹,"Happy independence day to all my Zoe 

Bon kouraj 2021, mwen konnen bagay yo pa fasil Pou nou paske kote Pam se pa bonl bon tou... Pandan nap gade espwa an chache inyon antre nou lanmou ak sajès senserite ak lwayote selman kap etiren nan sa nou ye la 

We're Haitian we're HAITI",0,0,0
twitter_tweets,BBG000BM97G6,1609542450,Azz,"Ccbg 0FE87A2B :Battle ID
I need backup!
Lvl 120 Grimnir
https://t.co/nWApXzkVov",0,0,0
twitter_tweets,BBG000PNTXP0,1609482988,Quantcha Trade Ideas,StockTwits Trending Alert: Trading recent interest in CRYOPORT INC. COMMON STOCK $CYRX https://t.co/ImF3u8OxgV,0,0,0
twitter_tweets,BBG000PNTXP0,1609461275,DAVID GORDON,$CYRX Big for 2021,0,0,0
twitter_tweets,BBG000PNTXP0,1609474189,Tj Morris,Gapfill starting at ~$53 - $58 on $CYRX,0,0,0
twitter_tweets,BBG000PNTXP0,1609480442,ChartMill,"After market movers: $CYRX, $NGA and $RMG https://t.co/bt9kfJLNuv",0,0,0
twitter_tweets,BBG000PNTXP0,1609481213,WMtimer,@petenajarian HNY ......  still Long $CYRX via long dated DITM Short puts........,0,0,0
twitter_tweets,BBG000PNTXP0,1609459314,Chameleon 🦎,$CYRX #Cryoport gains in after hours trading. See vwap price action. https://t.co/WZSYbbPTa0,0,0,0
twitter_tweets,BBG000PNTXP0,1609479048,Chameleon 🦎,$CYRX #Cryoport gains in after hours trading. See vwap price action. https://t.co/WZSYbbPTa0,0,0,0
twitter_tweets,BBG000PNTXP0,1609521906,SwingTradeBot,Recent $CYRX technical alerts: Lower Bollinger Band Walk plus 6 more alerts... https://t.co/MxM4FcCVTp,0,0,0
twitter_tweets,BBG000PNTXP0,1609473775,Rick Lansing,"Monday gappers, BNGO might keep going.

$CYRX
$BNGO $CHEK $HOFV $VTNR

#Fintwit #StockMarket #Trading
#StocksToWatch #StockMarketNews",0,0,0
twitter_tweets,BBG000PNTXP0,1609477472,Lance Jepsen,"$CYRX Cryoport Climbs 5% In After-hours: CYRX stock may finally be approaching oversold on the daily chart. Then again, the stock is fairly expensive, trading at 46 times last year’s sales. I think many traders were hoping to get the news of a big… https://t.co/z5ZG3h6bL0",0,0,0
twitter_tweets,BBG000PNTXP0,1609530791,Johnathan_Koster,"got my eye on bngo, its going to 5, hopefully. chek is next

$CYRX
$BNGO $CHEK $HOFV $VTNR

#Fintwit #Trading #StockMarket
#StocksToWatch #StockMarketNews",0,0,0
